index_x,Country Code,Port Location,Port Name,Port Authority,Address,Phone,Fax,800 Number,Email,Web Site,Latitude,Longitude,UN/LOCODE,Port Type,Port Size,index_y,Country
4113,PHL,Kalamansig,Port of Kalamansig,"Philippine Ports Authority, PMO Cotabato","P.O.Box 163
Cotabato City 9600
Philippines",064 421-1143,064 421-1037,,ppacot@mozcom.com,www.ppa.com.ph,"6° 33' 5"" N","124° 2' 50"" E",PHKLM,"Pier, Jetty or Wharf",Small,,
4114,PHL,Larena,Port of Larena,"Philippine Ports Authority, PMO Dumaguete","Port Area
Looc
Dumaguete City, Negros Oriental 6200
Philippines",035 225-0973,035 225-0924,,ppadgte@philwebinc.com,www.ppa.com.ph,"9° 14' 40"" N","123° 34' 29"" E",,"Pier, Jetty or Wharf",Very Small,,
4115,PHL,Lazi,Port of Lazi,,"Lazi, Siquijor
Philippines",,,,,,"9° 7' 25"" N","123° 38' 13"" E",,"Pier, Jetty or Wharf",Very Small,,
4116,PHL,Legazpi,Port of Legazpi,"Philippine Ports Authority,  PMO Legaspi","Pier Site
Legaspi City 4500
Philippines",052 482-0303,052 482-0303,,ppalegs@globalink.net.ph,www.ppa.com.ph,"13° 8' 40"" N","123° 45' 28"" E",,Harbor,Small,,
4117,PHL,Lipata,Port of Lipata,"Philippine Ports Authority, PMO Surigao","Borromeo Street
Port Area
Surigao City
Philippines",086 826-2015,086 826-2016,,ppasur@ppa.com.bayandsl.ph,www.ppa.com.ph,"9° 48' 57"" N","125° 27' 17"" E",,"Pier, Jetty or Wharf",Very Small,,
4118,PHL,Maasin,Port of Maasin,"Philippine Ports Authority, PMO Tacloban","Port Area
Tacloban City
Philippines",053 321-6703,053 325-7248,,ppatacloban@ppavis.com,www.ppa.com.ph,"10° 7' 51"" N","124° 50' 29"" E",PHMAA,"Pier, Jetty or Wharf",Very Small,,
4120,PHL,Masbate,Port of Masbate,"Philippine Ports Authority, PMO Legaspi","Pier Site
Legaspi City 4500
Philippines",052 482-0303,,,ppalegs@globalink.net.ph,www.ppa.com.ph,"12° 22' 5"" N","123° 37' 18"" E",PHMBT,"Pier, Jetty or Wharf",Small,,
4121,PHL,Masinloc,Port of Masinloc,"Philippine Ports Authority,  PMO San Fernando","Poro Point
San Fernando 2500
Philippines",072 700-2989,072 700-25-62,,ppasf@digitelone.com,www.ppa.com.ph,"15° 33' 24"" N","119° 55' 57"" E",,"Pier, Jetty or Wharf",Very Small,,
4122,PHL,Mati,Port of Mati,"Philippine Ports Authority, PMO Davao","Sasa Wharf
P.O. Box 502
Davao City 8000
Philippines",082 235-2569,082 234-2330,,ppapmodavao@pldtdsl.net,www.ppa.com.ph,"6° 56' 24"" N","126° 13' 27"" E",,"Pier, Jetty or Wharf",Small,,
4123,PHL,Nasipit,Port of Nasipit,"Philippine Ports Authority, PMO Nasipit","Port Area
Nasipit, Agusan del Norte
Philippines",085 342-5352,085 815-4434,,ppa-13@philcom.ph,www.ppa.com.ph,"8° 58' 53"" N","125° 20' 4"" E",,"Pier, Jetty or Wharf",Small,,
4124,PHL,Ormoc,Port of Ormoc,"Philippine Ports Authority, PMO Tacloban","Port Area
Tacloban City
Philippines",053 321-6703,053 325-7248,,ppatacloban@ppavis.com,www.ppa.com.ph,"11° 0' 9"" N","124° 36' 23"" E",,"Pier, Jetty or Wharf",Small,,
4125,PHL,Oroquieta,Port of Oroquieta,,"Oroquieta
Philippines",,,,,www.oroquietacity.gov.ph,"8° 27' 33"" N","123° 49' 0"" E",,"Pier, Jetty or Wharf",Very Small,,
4126,PHL,Ozamiz,Port of Ozamiz,"Philippine Ports Authority, PMO Ozamis","Ozamis City, Misamis Occidental
Philippines",088 521-0973,088 521-1538,,nglayolajr@ppa.com.ph,www.ppa.com.ph,"8° 8' 18"" N","123° 50' 43"" E",,"Pier, Jetty or Wharf",Small,,
4127,PHL,Palompon,Port of Palompon,"Philippine Ports Authority, PMO Tacloban","Port Area
Tacloban City
Philippines",053 321-6703,053 325-7248,,ppatacloban@ppavis.com,www.ppa.com.ph,"11° 2' 59"" N","124° 22' 55"" E",PHPPN,"Pier, Jetty or Wharf",Very Small,,
4128,PHL,Pasacao,Port of Pasacao,"Philippine Ports Authority, PMO Legaspi","Pier Site
Legaspi City 4500
Philippines",052 482-0303,,,ppalegs@globalink.net.ph,www.ppa.com.ph,"13° 30' 15"" N","123° 2' 28"" E",,"Pier, Jetty or Wharf",Small,,
4129,PHL,Puerto Princesa,Port of Puerto Princesa,"Philippine Ports Authority, PMO Puerto Princesa","Port Area
Puerto Princesa City, Palawan 5300
Philippines",048 434-56-26,048 434-56-26,,ppa-pla@mozcom.com,www.ppa.com.ph,"9° 44' 41"" N","118° 43' 58"" E",,"Pier, Jetty or Wharf",Small,,
4130,PHL,Pulupandan,Port of Pulupandan,"Philippine Ports Authority, PMO Pulupandan","BREDCO Port 2
Reclamation Area
Bacolod City
Philippines",034 435-0415,034 435-0415,,LdelaRosa@ppa.com.ph,www.ppa.com.ph,"10° 31' 9"" N","122° 47' 43"" E",PHPUL,"Pier, Jetty or Wharf",Small,,
4131,PHL,Romblon,Romblon Terminal,"Philippine Ports Authority, PMO Batangas","Sta. Clara
Batangas City 4200
Philippines",043 723-1701,043 723-0164,,ctf@ppa.com.ph,www.ppa.com.ph,"12° 34' 46"" N","122° 16' 5"" E",PHRLN,"Pier, Jetty or Wharf",Small,,
4132,PHL,San Carlos,Port of San Carlos,"Philippine Ports Authority, PMO Pulupandan","BREDCO Port 2
Reclamation Area
Bacolod City
Philippines",034 435-0415,034 435-0415,,LdelaRosa@ppa.com.ph,www.ppa.com.ph,"10° 28' 41"" N","123° 25' 18"" E",,"Pier, Jetty or Wharf",Small,,
4133,PHL,San Jose Buenavista,Port of San Jose Buenavista,"Philippine Ports Authority, PMO Iloilo","Barangay Loboc
Lapaz
Iloilo City
Philippines",033 337-69-45,033 337-69-45,,ppailo@philwebinc.com,www.ppa.com.ph,"10° 44' 16"" N","121° 56' 17"" E",,"Pier, Jetty or Wharf",Small,,
4134,PHL,"San Jose, Carangian","Port of San Jose, Carangian","Philippine Ports Authority, PMO Tacloban","Port Area
Tacloban City
Philippines",053 321-6703,053 325-7248,,ppatacloban@ppavis.com,www.ppa.com.ph,"12° 31' 56"" N","124° 29' 8"" E",,"Pier, Jetty or Wharf",Very Small,,
4135,PHL,San Vincente,Port of San Vincente,,"San Vincente
Philippines",,,,,,"18° 30' 30"" N","122° 9' 0"" E",,"Pier, Jetty or Wharf",Very Small,,
4136,PHL,Santa Ana,Port of Santa Ana,"Philippine Ports Authority, PMO Davao","Sasa Wharf
P.O. Box 502
Davao City 8000
Philippines",082 235-2569,082 234-2330,,ppapmodavao@pldtdsl.net,www.ppa.com.ph,"7° 3' 26"" N","125° 36' 17"" E",,"Pier, Jetty or Wharf",Small,,
4137,PHL,Santa Cruz,Port of Santa Cruz,"Philippine Ports Authority, PMO Batangas","Sta. Clara
Batangas City 4200
Philippines",043 723-1701,043 723-0164,,ctf@ppa.com.ph,www.ppa.com.ph,"13° 30' 20"" N","122° 3' 0"" E",,"Pier, Jetty or Wharf",Very Small,,
4138,PHL,Silay City,Port of Silay City,,"Silay City
Philippines",,,,,,"10° 47' 47"" N","122° 57' 57"" E",,"Pier, Jetty or Wharf",Very Small,,
4140,PHL,Surigao,Port of Surigao,"Philippine Ports Authority, PMO Surigao","Borromeo Street
Port Area
Surigao City
Philippines",086 826-2015,086 826-2016,,ppasur@ppa.com.bayandsl.ph,www.ppa.com.ph,"9° 46' 53"" N","125° 30' 2"" E",,"Pier, Jetty or Wharf",Small,,
4141,PHL,Tabaco,Port of Tabaco,"Philippine Ports Authority, PMO Legaspi","Pier Site
Legaspi City 4500
Philippines",052 482-0303,,,ppalegs@globalink.net.ph,www.ppa.com.ph,"13° 21' 37"" N","123° 44' 10"" E",,"Pier, Jetty or Wharf",Small,,
4142,PHL,Tacloban,Port of Tacloban,"Philippine Ports Authority, PMO Tacloban","Port Area
Tacloban City
Philippines",053 321-6703,053 325-7248,,ppatacloban@ppavis.com,www.ppa.com.ph,"11° 14' 51"" N","125° 0' 4"" E",,"Pier, Jetty or Wharf",Small,,
4143,PHL,Tagbilaran,Port of Tagbilaran,"Philippine Ports Authority, PMO Tagbilaran","Tagbilaran, Bohol
Philippines",038 401-89-69,038 501-86-96,,ppatagb@globelines.com.ph,www.ppa.com.ph,"9° 38' 57"" N","123° 50' 45"" E",,"Pier, Jetty or Wharf",Small,,
4144,PHL,Tandayag,Port of Tandayag,"Philippine Ports Authority, PMO Dumaguete","Port Area
Looc
Dumaguete City, Negros Oriental 6200
Philippines",035 225-0973,035 225-0924,,ppadgte@philwebinc.com,www.ppa.com.ph,"9° 26' 31"" N","123° 14' 14"" E",PHTAN,"Pier, Jetty or Wharf",Very Small,,
4145,PHL,Tubod,Port of Tubod,,"Port Area
Iligan City
Philippines",063 223-9123,063 221-5288,,ppa-pmo@iligan.com,www.ppa.com.ph,"8° 6' 50"" N","123° 53' 43"" E",,"Pier, Jetty or Wharf",Small,,
4146,PHL,Virac,Port of Virac,"Philippine Ports Authority, PMO Legaspi","Pier Site
Legaspi City 4500
Philippines",052 482-0303,,,ppalegs@globalink.net.ph,www.ppa.com.ph,"13° 34' 54"" N","124° 14' 3"" E",PHVRC,"Pier, Jetty or Wharf",Small,,
4147,PHL,Zamboanga,Port of Zamboanga,"Philippine Ports Authority, PMO Zamboanga","RT Lim Boulevard
Zamboanga City
Philippines",062 991-2360,062 991-2360,,ppazambo@pldtdsl.net,www.ppa.com.ph,"6° 54' 10"" N","122° 4' 27"" E",PHZAM,"Pier, Jetty or Wharf",Small,,
4148,POL,Darlowo,Port of Darlowo,,"Darlowo
Poland",,,,,,"54° 26' 16"" N","16° 22' 59"" E",PLDAR,Harbor,Small,,
4149,POL,Elblag,Port of Elblag,,"Elblag
Poland",,,,,,"54° 10' 25"" N","19° 23' 18"" E",,River Port,Small,,
4153,POL,Hel,Port of Hel,,"Hel
Poland",,,,,,"54° 36' 25"" N","18° 47' 34"" E",,Harbor,Small,,
4155,POL,Police,Port of Police,,"Police
Poland",,,,,,"53° 34' 13"" N","14° 34' 31"" E",PLPLC,Seaport,Small,,
4158,POL,Ustka,Port Ustka,,"Harbour Master's Office
Marynarki Polskiej 1 St
Ustka PL 76-270
Poland",48 59 144430,48 59 146204,,,www.polfracht.pl/polfracht/psal/localinf/ust/portust.htm,"54° 35' 4"" N","16° 51' 14"" E",PLUST,Harbor,Small,,
4159,POL,Wladyslawowo,Port Wladyslawowo,SZKUNER,"Dzial Eksploatacji Portu
Portowa 5 St.
Wladyslawowo PL. 84-120
Poland",(48) +58 6740585,(48) +58 6741294,,,www.polfracht.pl/polfracht/psal/localinf/wlad/portwlad.htm,"54° 47' 46"" N","18° 25' 7"" E",PLWLA,Harbor,Small,,
4160,PRT,Albufeira,Marina de Albufeira,Marina de Albufeira,"R. da Orada
Albufeira, Faro 8201-918
Portugal",+351 289 514 282,,,info@marinaalbufeira.com/,marina.marinaalbufeira.com,"37° 4' 58"" N","8° 15' 50"" W",,Marina,Small,,
4161,PRT,Alcoutim,Port of Alcoutim,,"Alcoutim, Faro 8970-066
Portugal",,,,,,"37° 28' 17"" N","7° 28' 14"" W",,River Port,Very Small,,
4162,PRT,Angra do Heroismo,Porto da Angra do Heroismo,,"Angra do Heroismo, Azores
Portugal",,,,,,"38° 39' 9"" N","27° 12' 57"" W",PTADH,Harbor,Very Small,,
4163,PRT,Arrifana,Arrifana Harbor,Portinho de Pesca da Arrifana,"EM1003-1
Aljezur, Faro 8670-156
Portugal",,,,,,"37° 17' 43"" N","8° 52' 10"" W",,Harbor,Very Small,,
4164,PRT,Aveiro,Marina da Costa Nova,Marina da Costa Nova,"Praceta Ria de Aveiro
Gafanha da Encarnacao
Portugal",+351 234 369 300,,,,www.cvcn.pt,"40° 37' 12"" N","8° 44' 54"" W",,Marina,Very Small,,
4166,PRT,Aveiro,Sharpie Club Portugal,Sharpie Club Portugal,"Porto de Pesca Costeira - Lote 5
Gafanha da Nazare
Aveiro 3830-665
Portugal",+351 966 016 001,,,sharpieclub@gmail.com,www.sharpieclub.pt,"40° 37' 43"" N","8° 44' 2"" W",,Marina,Very Small,,
4167,PRT,Caminha,Ferry Boat Caminha,Ferry Boat Caminha,"Av. Doctor Dantas Carneiro
Caminha 4910-131
Portugal",+351 258 092 564,,,,https://www.cm-caminha.pt/pages/1079,"41° 52' 45"" N","8° 50' 14"" W",,Ferry,Very Small,,
4168,PRT,Canical,Port of Canical,"Administracoo dos Portos da Regiao Autonoma da Madeira, SA","Av. Sa Carneiro n.3, 4 e 5
Funchal, Madeira 9004-518
Portugal",+351 291 208 600,+351 291 220 196,,marketing@apram.pt,www.portosdamadeira.com,"32° 44' 8"" N","16° 43' 59"" W",,Seaport,Small,,
4169,PRT,Canical,Quinta do Lorde Marina,Quinta do Lorde Marina,"Caniçal, Madeira 9004-518
Portugal",+351 939 105 167,,,marketing@apram.pt,www.portosdamadeira.com,"32° 44' 28"" N","16° 42' 43"" W",,Harbor,Very Small,,
4170,PRT,Cascais,Marina de Cascais,,"Casa de Sao Bernardo
Cascais 2750-800
Portugal",+351 21 482 4857,+351 214 824 899,,info@marinacascais.pt,mymarinacascais.com,"38° 41' 31"" N","9° 25' 2"" W",,Marina,Small,,
4171,PRT,Corvo,Porto da Corvo,,"Corvo, Azores
Portugal",,,,,,"39° 40' 18"" N","31° 6' 36"" W",,"Pier, Jetty or Wharf",Very Small,,
4172,PRT,Esposende,Esposende Marina,,"Esposende
Portugal",,,,,,"41° 31' 59"" N","8° 47' 4"" W",,Marina,Very Small,,
4173,PRT,Faro,Faro Marina,,"16, Praça Dom Francisco Gomes
Faro, Faro 8000-168
Portugal",,,,,,"37° 0' 55"" N","7° 56' 11"" W",,Marina,Very Small,,
4176,PRT,Funchal,Port of Funchal,"Administracoo dos Portos da Regiao Autonoma da Madeira, SA","Av. Sa Carneiro n.3, 4 e 5
Funchal, Madeira 9004-518
Portugal",+351 291 208 600,+351 291 220 196,,marketing@apram.pt,www.portosdamadeira.com,"32° 38' 35"" N","16° 54' 45"" W",,Seaport,Small,,
4177,PRT,Fuzeta ,Port of Fuzeta ,,"Fuzeta , Faro
Portugal",,,,,,"37° 3' 11"" N","7° 44' 35"" W",,River Port,Very Small,,
4178,PRT,Horta,Porto da Horta,,"Horta, Azores
Portugal",,,,,,"38° 31' 48"" N","28° 37' 30"" W",PTHOR,Harbor,Very Small,,
4179,PRT,Lagoa,Porto do Lagoa,,"Lagoa, Azores
Portugal",,,,,,"39° 3' 10"" N","27° 58' 7"" W",,Harbor,Very Small,,
4180,PRT,Lagos,Port of Lagos,,"Lagos, Faro
Portugal",,,,,,"37° 6' 18"" N","8° 40' 21"" W",PTLOS,Harbor,Small,,
4181,PRT,Lajes Das Flores,Porto da Lajes Das Flores,,"Lajes Das Flores, Azores
Portugal",,,,,,"39° 22' 42"" N","31° 10' 4"" W",,"Pier, Jetty or Wharf",Very Small,,
4182,PRT,Lajes Do Pico,Port of Lajes Do Pico,,"Lajes Do Pico, Azores
Portugal",+351 292 672 010,,,,,"38° 23' 47"" N","28° 15' 15"" W",,Harbor,Very Small,,
4183,PRT,Leixoes,Marina Porto Atlantico,Marina Porto Atlantico,"Molhe Norte de Leixoes 
Leixoes 4450-718
Portugal",+351 22 9964895,+351 229 966 636,,,www.marinaportoatlantico.net,"41° 11' 10"" N","8° 42' 16"" W",,Marina,Very Small,,
4186,PRT,Madalena,Porto da Madalena,,"Madalena, Azores
Portugal",,,,,,"38° 32' 7"" N","28° 31' 48"" W",,Harbor,Very Small,,
4187,PRT,Nazare,Porto de Abrigo,"Benavente Nautica, Lda","Porto de Abrigo
Nazare, 2450-075
Portugal",+351 262 568 246,,,,,"39° 35' 11"" N","9° 4' 26"" W",,Marina,Very Small,,
4188,PRT,Oeiras,Marina de Oeiras - Porto de Recreio,,"Estrada Marginal
Praia da Torre
Oeiras 2780-267 
Portugal",+351 21 440 1510, +351 21 440 1515,,,https://portoderecreio.oeirasviva.pt,"38° 40' 34"" N","9° 19' 6"" W",,Marina,Small,,
4189,PRT,Olhao,Port of Olhao,,"Olhao, Faro
Portugal",,,,,,"37° 1' 28"" N","7° 50' 20"" W",,Harbor,Small,,
4190,PRT,Peniche,Porto de Pesca Peniche,,"Peniche
Portugal",,,,,,"39° 21' 9"" N","9° 22' 20"" W",,Harbor,Small,,
4191,PRT,Pomarao,Port of Pomarao,,"Pomarao, Beja 7750-411
Portugal",,,,,,"37° 33' 20"" N","7° 31' 30"" W",,River Port,Very Small,,
4192,PRT,Ponta Delgada,Porto da Ponta Delgada,,"Ponta Delgada, Azores
Portugal",,,,,,"37° 44' 13"" N","25° 39' 50"" W",PTPDL,Harbor,Small,,
4195,PRT,Porto Martins,Port of Porto Martins,,"Porto Martins, Azores
Portugal",,,,,,"38° 40' 34"" N","27° 3' 50"" W",,Harbor,Very Small,,
4196,PRT,Porto Santo,Port of Porto Santo,"Administracoo dos Portos da Regiao Autonoma da Madeira, SA","Av. Sa Carneiro n.3, 4 e 5
Funchal 9004-518
Portugal",351 291 208 600,351 291 220 196,,marketing@apram.pt,www.portosdamadeira.com,"33° 3' 39"" N","16° 18' 47"" W",,Harbor,Small,,
4197,PRT,Povoa de Varzim,Porto da Povoa de Varzim,,"Povoa de Varzim
Portugal",,,,,,"41° 22' 25"" N","8° 45' 58"" W",,Harbor,Small,,
4198,PRT,Povoacao,Port of Povoacao,,"Povoacao, Azores
Portugal",,,,,,"37° 44' 43"" N","25° 14' 47"" W",,Harbor,Very Small,,
4199,PRT,Praia Da Vitoria,Porto da Praia Da Vitoria,,"Praia Da Vitoria, Azores
Portugal",,,,,,"38° 43' 25"" N","27° 3' 16"" W",PTPRV,Harbor,Small,,
4200,PRT,Rabo de Peixe,Rabo de Peixe Harbor,,"Rabo de Peixe, Azores
Portugal",,,,,,"37° 48' 54"" N","25° 35' 2"" W",,Harbor,Very Small,,
4201,PRT,Sagres,Port of Sagres,,"Sagres, Faro
Portugal",,,,,,"37° 0' 37"" N","8° 55' 37"" W",,Harbor,Very Small,,
4202,PRT,Santa Cruz Da Graciosa,Santa Cruz Da Graciosa,,"Santa Cruz Da Graciosa, Azores
Portugal",,,,,,"39° 5' 1"" N","27° 59' 49"" W",,"Pier, Jetty or Wharf",Very Small,,
4203,PRT,Santa Cruz Das Flores,Santa Cruz Das Flores,,"Santa Cruz Das Flores, Azores
Portugal",,,,,,"39° 27' 6"" N","31° 7' 31"" W",,"Pier, Jetty or Wharf",Very Small,,
4204,PRT,Santa Luzia,Port of Santa Luzia,,"Santa Luzia, Faro
Portugal",,,,,,"37° 7' 1"" N","7° 37' 48"" W",,Harbor,Very Small,,
4205,PRT,Santo Amaro,Port of Santo Amaro,,"Santo Amaro, Azores
Portugal",+351 919 020 508,,,,,"38° 27' 23"" N","28° 10' 0"" W",,"Pier, Jetty or Wharf",Very Small,,
4208,PRT,Troia,Ferry Pier,Atlantic Ferries,"Troia
Portugal",+370 685 82542,,,geral@atlanticferries.pt,www.atlanticferries.pt,"38° 28' 1"" N","8° 51' 46"" W",,Ferry,Very Small,,
4209,PRT,Troia,Marina de Troia,Marina de Troia,"R. da Aroeira
Troia 7570-789
Portugal",+351 265 499 333,,,marina@troiaresort.pt,www.troiaresort.pt/troia-marina,"38° 29' 38"" N","8° 54' 7"" W",,Marina,Very Small,,
4210,PRT,Velas,Port of Velas,,"Velas, Azores
Portugal",,,,,,"38° 40' 42"" N","28° 12' 11"" W",,Ferry,Small,,
4211,PRT,Viana do Castelo,Porto de Viana do Castelo,APDL,"Porto Comercial
Avenida do Cabedelo
Viana do Castelo 4935-160
Portugal",00 351 258 359 500,00 351 258 359 535,,apvc@apvc.pt,viana.apdl.pt,"41° 41' 4"" N","8° 50' 5"" W",PTVDC,Seaport,Small,,
4212,PRT,Vila da Calheta,Porto de Recreio de Calheta,,"Vila da Calheta, Azores
Portugal",+351 914 191 228,,,,,"38° 36' 1"" N","28° 0' 37"" W",,"Pier, Jetty or Wharf",Very Small,,
4213,PRT,Vila do Conde,Porto de Vila do Conde,,"Vila do Conde
Portugal",,,,,,"41° 20' 40"" N","8° 44' 37"" W",,River Port,Small,,
4214,PRT,Vila Do Porto,Vila Do Porto,,"Vila Do Porto, Azores
Portugal",,,,,,"36° 56' 38"" N","25° 8' 48"" W",,Harbor,Very Small,,
4215,PRT,Vila Franca do Campo,Marina of Vila Franca do Campo,,"Vila Franca do Campo, Azores
Portugal",,,,,,"37° 42' 51"" N","25° 25' 47"" W",,Marina,Very Small,,
4216,PRT,Vila Nova de Gaia,Douro Marina,Douro Marina,"Rua da Praia
Vila Nova de Gaia 4400-554
Portugal",+351 220 907 300,+351 220 907 309,,info@douromarina.com,www.douromarina.com,"41° 8' 31"" N","8° 39' 2"" W",,Marina,Very Small,,
4217,PRT,Vila Nova de Gaia,Fishing Dock Afurada,Fishing Dock Afurada,"R. da Praia 35
Vila Nova de Gaia 4400-554
Portugal",+351 22 939 86 73,+351 227 810 819,,,,"41° 8' 37"" N","8° 38' 52"" W",,Harbor,Very Small,,
4218,PRT,Vila Nova de Milfontes,Fishing Port of Barcas,Porto de Pesca das Barcas,"Vila Nova de Milfontes
Portugal",,,,,,"37° 44' 13"" N","8° 47' 56"" W",,Harbor,Very Small,,
4219,PRT,Vila Nova de Milfontes,Port of Vila Nova de Milfontes,,"Vila Nova de Milfontes
Portugal",,,,,,"37° 43' 18"" N","8° 46' 55"" W",,River Port,Very Small,,
4220,PRT,Vila Real de Santo Antonio,Port of Vila Real de Santo Antonio,,"Vila Real de Santo Antonio, Faro
Portugal",,,,,,"37° 11' 55"" N","7° 24' 51"" W",PTVRL,Harbor,Small,,
4221,PRT,Vilamoura,Marina de Vilamoura,Marina de Vilamoura,"Quarteira, Faro 8125-507 
Portugal",,,,,,"37° 4' 32"" N","8° 7' 20"" W",,Marina,Small,,
4222,PRI,Aguadilla,Port of Aguadilla,,"Aguadilla
Puerto Rico",,,,,,"18° 25' 38"" N","67° 9' 25"" W",PRBQN,"Pier, Jetty or Wharf",Very Small,,
4223,PRI,Aguirre,Port of Aguirre,,"Aguirre
Puerto Rico",,,,,,"17° 57' 0"" N","66° 13' 27"" W",,"Pier, Jetty or Wharf",Small,,
4224,PRI,Arecibo,Port of Arecibo,Autoridad de los Puertos de Puerto Rico,"Calle Lindbergh #64San Juan 00907
Puerto Rico",787-723-2260,,,webmaster@prpa.gobierno.pr,www.prpa.gobierno.pr,"18° 28' 53"" N","66° 42' 2"" W",PRARE,"Pier, Jetty or Wharf",Very Small,,
4225,PRI,Arroyo,Port of Arroyo,,"Arroyo
Puerto Rico",,,,,,"17° 57' 43"" N","66° 3' 52"" W",,Harbor,Very Small,,
4227,PRI,Ensenada Honda,Ensenada Honda Harbor,,"Ensenada Honda
Puerto Rico",,,,,,"18° 18' 2"" N","65° 17' 26"" W",,Harbor,Small,,
4228,PRI,Fajardo,Port of Fajardo,Autoridad de los Puertos de Puerto Rico,"Calle Lindbergh #64
San Juan 00907
Puerto Rico",787-723-2260,,,webmaster@prpa.gobierno.pr,www.prpa.gobierno.pr,"18° 20' 24"" N","65° 37' 46"" W",PRFAJ,Harbor,Small,,
4229,PRI,Guanica,Port of Guanica,Autoridad de los Puertos de Puerto Rico,"Calle Lindbergh #64
San Juan 00907
Puerto Rico",787-723-2260,,,webmaster@prpa.gobierno.pr,www.prpa.gobierno.pr,"17° 57' 55"" N","66° 55' 24"" W",PRGUX,Harbor,Small,,
4230,PRI,Guayanilla,Port of Guayanilla,Autoridad de los Puertos de Puerto Rico,"Calle Lindbergh #64
San Juan 00907
Puerto Rico",787-723-2260,,,webmaster@prpa.gobierno.pr,www.prpa.gobierno.pr,"17° 59' 52"" N","66° 45' 55"" W",PRGUY,Seaport,Small,,
4231,PRI,Isabela Segunda,Port of Isabela Segunda,,"Isabela Segunda
Puerto Rico",,,,,,"18° 9' 9"" N","65° 26' 37"" W",,"Pier, Jetty or Wharf",Very Small,,
4232,PRI,Jobos,Jobos Bay,Autoridad de los Puertos de Puerto Rico,"Calle Lindbergh #64
San Juan 00907
Puerto Rico",787-723-2260,,,webmaster@prpa.gobierno.pr,www.prpa.gobierno.pr,"17° 56' 56"" N","66° 12' 20"" W",PRPJO,Harbor,Small,,
4233,PRI,Las Mareas,Port of Las Mareas,Autoridad de los Puertos de Puerto Rico,"Calle Lindbergh #64
San Juan 00907
Puerto Rico",787-723-2260,,,webmaster@prpa.gobierno.pr,www.prpa.gobierno.pr,"17° 56' 3"" N","66° 9' 32"" W",PRLAM,Harbor,Very Small,,
4234,PRI,Mayaguez,Port of Mayaguez,Autoridad de los Puertos de Puerto Rico,"Calle Lindbergh #64
San Juan 00907
Puerto Rico",787-723-2260,,,webmaster@prpa.gobierno.pr,www.prpa.gobierno.pr,"18° 12' 50"" N","67° 9' 39"" W",PRMAZ,Seaport,Small,,
4235,PRI,Playa de Humacao,Playa de Humacao,,"Playa de Humacao
Puerto Rico",,,,,,"18° 9' 48"" N","65° 44' 34"" W",,"Pier, Jetty or Wharf",Very Small,,
4236,PRI,Playa de Naguabo,Puerto de Naguabo,,"Playa de Naguabo
Puerto Rico",,,,,,"18° 11' 14"" N","65° 42' 45"" W",,"Pier, Jetty or Wharf",Very Small,,
4237,PRI,Ponce,Port of Ponce,Port of the Americas Authority,"Ponce 00734-4125
Puerto Rico",787-765-2900,787-763-4315,,info@portoftheamericas.com,www.puertodelasamericaspr.com,"17° 58' 5"" N","66° 36' 58"" W",PRPSE,Harbor,Small,,
4238,PRI,Puerto Maunabo,Puerto Maunabo,,"Puerto Maunabo
Puerto Rico",,,,,,"17° 59' 28"" N","65° 53' 20"" W",,"Pier, Jetty or Wharf",Very Small,,
4239,PRI,Punta Guayanes,Punta Guayanes,,"Punta Guayanes
Puerto Rico",,,,,,"18° 3' 46"" N","65° 48' 59"" W",,"Pier, Jetty or Wharf",Very Small,,
4242,PRI,Tallaboa,Port of Tallaboa,,"Tallaboa
Puerto Rico",,,,,,"17° 59' 20"" N","66° 43' 52"" W",,"Pier, Jetty or Wharf",Very Small,,
4243,PRI,Yabucoa,Port of Yabucoa,Autoridad de los Puertos de Puerto Rico,"Calle Lindbergh #64
San Juan 00907
Puerto Rico",787-723-2260,,,webmaster@prpa.gobierno.pr,www.prpa.gobierno.pr,"18° 3' 2"" N","65° 50' 9"" W",PRYAB,Seaport,Small,,
4244,QAT,Al Rayyan,Al Rayyan Marine Terminal,ARCO Qatar Inc,Qatar,974 444 6390,974 444 8092,,,,"26° 13' 28"" N","51° 28' 35"" E",,Off-Shore Terminal,Very Small,,
4245,QAT,Al Shaheen,Al Shaheen Terminal,Maersk Oil Qatar AS,"PO Box 22050
Abdulla Bin Jassim Street 610
Doha
Qatar",974 449 3493,974 449 3403,,shaheen@moq.com.qa,,"26° 8' 35"" N","51° 47' 22"" E",QAASN,Off-Shore Terminal,Very Small,,
4247,QAT,Halul Island,Port of Halul Island,Qatar Petroleum,"PO Box 47
Doha
Qatar",974 440 2517,974 440 2498,,marketing@qp.com.qa,www.qp.com.qa,"25° 38' 29"" N","52° 3' 51"" E",,Off-Shore Terminal,Very Small,,
4248,QAT,Mesaieed,Port of Mesaieed,Mesaieed Port Authority,"PO Box 50070
Mesaieed
Qatar",974 40138414,974 40139764,,mportops@qp.com.qa,https://www.qpic.qa,"24° 54' 20"" N","51° 34' 15"" E",,"Pier, Jetty or Wharf",Small,,
